review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R3LZ4949RSRJ39,B0BXW4KKXK,5.0 out of 5 stars Bought 2!,Bradley Christy,5,"Man I hardly leave reviews but the things are nice. They have house filling sound. It’s got great battery life, made of premium materials. Substantial bass for being a medium sized speaker. I like you you can link 2 together and space the speakers out. Well worth the price. I’ve ordered several higher end BT speakers( Bose, Marshall, Beats, JBL) and these are the best.","Reviewed in the United States July 22, 2024",AFLEE3J5L26O2BO7BJRMKNOPF5YA,True,0,Color: Black
R2RLFFASRXS93H,B0BXW4KKXK,"5.0 out of 5 stars Quality Sound and Build, but Not Ideal for Travel",Lexy Bourne,5,"**Title: Quality Sound and Build, but Not Ideal for Travel**I recently purchased this Bluetooth speaker and have mixed feelings about it. On the plus side, it's heavy for its size, which gives it a quality-built feel. The sound quality is great, and the handle is convenient. The battery life is impressive, and the app controls are user-friendly and effective.However, the weight makes it impractical for traveling. If you're looking for a portable speaker, this might not be the best choice. But if you need a stationary, high-quality speaker, this one is fantastic.","Reviewed in the United States July 7, 2024",AHRLMKME3GYLWFA5PWUNYQKVF2DA,True,0,Color: Black
R2PH8CA2Q7DTYP,B0BXW4KKXK,5.0 out of 5 stars Awesome 🤩,ShoMeSt8,5,"I truly believe that I’ve FINALLY found happiness in the Bluetooth speaker game. I’ve purchased countless speakers trying to find what seemed like an endless quest for excellence. Well, it finally happened with this Soundcore motion X600.The highs, lows, and bass are all spot on perfect. Go to the App Store and download the equalizer settings. This speaker does not disappoint. I actually feel like I finally got my money’s worth. As the saying goes, “ you get what you pay for.” Pony up the money and just trust me, you won’t be disappointed.This Bluetooth speaker will definitely be on the list for a few lucky people receiving Birthday gifts from me.Update: 6/17/2024 This speaker is the real deal. I’ve driven it extremely hard and it responds flawlessly. I’m sold. Pound for pound this is easily top two in its class and price point.","Reviewed in the United States June 4, 2024",AHY3OEW3DN57S7UMU3OCVSP3PJFQ,True,2,Color: Black
R1SRD0N1DVVG78,B0BXW4KKXK,5.0 out of 5 stars Maravilloso,Oscar Ivan Rodriguez,5,"Exelente. Muy bonito y de buena calidad, con un sonido excepcional. Muy buena compra","Reviewed in the United States August 8, 2024",AGFQ2X43JVCMCLGMLMMK7V7IVINQ,True,0,Color: Blue (Lunar Blue)
R8L6SEYHXD16T,B0BXW4KKXK,5.0 out of 5 stars Great sound!,djcali,5,"Really like this portable, handsome, and terrific sounding speaker! Battery life is nice and good price point. Highly recommend.","Reviewed in the United States August 4, 2024",AFHTHCRMQ5456QKY7T3I64V4CZNA,True,0,Color: Blue (Lunar Blue)
R2QN9OH94BQRK1,B0BXW4KKXK,"5.0 out of 5 stars Sounds great, but a bit heavy",Mr 4 Trees,5,"Sounds great, but a bit heavy. Good battery life. Disappointed that such a nice unit only came with very very short double ended usb c cord, and no charging block. But they spent a lot on packaging.","Reviewed in the United States July 23, 2024",AGNEH6MLMIDWZKT2Z6HLBVXO4T6Q,True,0,Color: Blue (Lunar Blue)
R15ZGG6XFR01K8,B0BXW4KKXK,5.0 out of 5 stars Above average sound quality,Robert Kent,5,I was blown away with the design and sound quality. I own six portable speakers from a various manufacturers including including Bose. From a pri point perspective this is a winner. Crisp highs and outstanding bass. Rich clarity. Definitely a keeperAnd customer service is very professional want a boho end portable speaker without breaking the bank. THIS IS THE ONE TO BUY.,"Reviewed in the United States July 7, 2024",AEB3DZ77FAVBJIE4V3EILKAHSLIQ,True,0,Color: Black
RN62HN4S4YS8W,B0BXW4KKXK,5.0 out of 5 stars Great Bluetooth speaker!,Brad,5,"Another great Anker soundcore product that is solidly made, great form factor, easy to use and fantastic sound quality","Reviewed in the United States July 30, 2024",AED4HWQRGW7VPDNOK4HJF3UGMJNQ,True,0,Color: Black
R21GVENQJDD0L7,B0BXW4KKXK,5.0 out of 5 stars Love it,wingsfan,5,Sounds great. I use it every day at work,"Reviewed in the United States August 3, 2024",AEBTXZ76KADAUEI4IKZCN4UHQ3PQ,True,0,Color: Blue (Lunar Blue)
R30RILO0W9PEN0,B0BXW4KKXK,5.0 out of 5 stars Very pleased with this purchase!,WMiracle,5,"Clean sound, good bass - IF you adjust it correctly. Get the Soundcore app and do a manual EQ. There are some maps out there on the web for the best set up (I can't remember where I found the one I am using, but I even tweaked that one a slight bit). This thing really is a good value. I enjoy listening to this. Also, I watched the UTube vids by Alan Ross. My experience is very different than his. I don't want a BOOMING, ghetto bass in my music. I want a good, growling, good depth of range that can get punchy when the source presents it as such. I totally get that from the x600. I hate muddy bass! and I don't get it from the x600. A couple of tuning points: 1. Where you place the x600 will effect the sound quality. It still sounds good in the middle of an open room, but sounds better closer to a wall. 2. Make sure to manually tweak the settings via the soundcore app. 3. I only play lossless audio (Flac) through my x600. MP3 can greatly vary in audio quality. I have a fine home audio system that I truly love, but I find myself pulling out the x600 and listening to it more and more. Is it as good as my home audio system? NO! But, it's really enjoyable listening to and I can take it from room to room or out in the garage. The sound is clean, wide, and has a satisfactory bass (more studio style, non-overamped). If you are looking for ghetto bass, you'll be disappointed. I'm tempted to get another x600 so that I can use in stereo sync mode. Also, this is a great TV sound bar if your TV has BT capabilities. Movies sound great through it! I use it on my bedroom TV that isn't connected to the home audio system.","Reviewed in the United States February 6, 2024",AGHZ6BOYPEDVLSHHJTTXBEH3MRLA,True,3,Color: Black
R35FUP1REWZFZ6,B0BXW4KKXK,5.0 out of 5 stars It’s an amazing sound,Dr. J,5,I have run sound for decades and I am overly critical and particular. I tried several speakers and returned them. This things just kills it. The eq is near perfect without any adjustments. I never use the base boost. I use this in large rooms and medium halls and it FILLS the rooms without ever having to turn it all the way up. Put it in a corner because it allows the surround sound to work properly. I don’t know how you could ask for more from a small portable speaker.,"Reviewed in the United States June 19, 2024",AET3ZK4WJMOFNZHMO55CQ5QLFJAA,True,0,Color: Green(Aurora Green)
RJJ8WS2OHL8PK,B0BXW4KKXK,"5.0 out of 5 stars Best Bluetooth speaker for the quality of sound , bass and volume",Anand S. Peri,5,"If you are looking for a boom boom box look elsewhere but this is the best that has clarity, quality and bass all in single package and in a small size.Highly recommended. I even tried the soundcore motion boom plus which has a higher output rating but the clarity was missing. Motion X600 was the clear winner for me ... I have tried JBL and Bose speakers also but X600 came out ahead and for much lower price.","Reviewed in the United States June 22, 2024",AEVW4FF2PZC6HAC2Y4PSS5R4NPRQ,True,0,Color: Black
R2M1R3YJDBELJT,B0BXW4KKXK,5.0 out of 5 stars Great sound 👌,Ron Roemer,5,Excellent speaker and very easy to pair. I am a big fan of Anker products and come to find out this is made by Anker.,"Reviewed in the United States July 21, 2024",AEBVJA5TQTJ5UY6BD3UD2S6JPOHQ,True,0,Color: Blue (Lunar Blue)
R35KV5MR9HYQ7P,B0BXW4KKXK,"5.0 out of 5 stars Great audio, like all other reviews the battery could be bigger",Z. Hudson,5,"This thing pumps out some wonderful tunes no doubt, and the app actually works and it connects every time no hassle. Coming from Anker though there's no reason why this thing couldn't have been half battery and speaker so it last longer than 12 hours, I like to listen to this at night so I leave it plugged in now but I blew through the battery the first night. Would probably be just fine for taking it out with you and using, the type c charging is appreciated. Looks real cool too bought this one specifically because it was made of metal and its pretty robust feeling.","Reviewed in the United States June 5, 2024",AGUHEZEGPF2V2BSYSAJB77G4JX7A,True,1,Color: Black
R2964OYVXC7YW3,B0BXW4KKXK,5.0 out of 5 stars The x600 has amazing sound!,Ben B,5,The x600 is an amazing state of the art Bluetooth audio speaker 2 of them together or even more amazing my only disappointment is that you can only link 2 units via Bluetooth it would be really awesome if they could link in a chain via Bluetooth and you could add as many as you want I actually turned down buying a new sound system for my garage so that I could use 4 of these it's unfortunate I'll have to convert them to two pairs and connect them into two sets via an auxiliary cable the spatial sound produced by these units is spectacular considering the size and price they really knocked it out of the park if they could figure out how to connect multiple units simultaneously without the auxiliary cable it would be absolutely spectacular!,"Reviewed in the United States May 24, 2024",AFLJUH22OHPLLTMODJJL5CS7CB4A,True,3,Color: Black
R15ILSKJZDNPO4,B0BXW4KKXK,5.0 out of 5 stars Blew Me Away!,S. Masterson,5,"This speaker is amazing! I enjoyed a Bose Soundlink until I bought my son this speaker. The sound is crisp, the base is great, and it has a high volume. I would definitely purchase this product again.","Reviewed in the United States July 11, 2024",AF3ZKV6OYQKSDHXCW6POZD5ZJNOQ,True,0,Color: Black
RKS2D10F0YCQ,B0BXW4KKXK,5.0 out of 5 stars A great metal Bluetooth speaker,rC,5,"I’ve owned this since December and I still use it every day. It comes with an app to control the settings however , the buttons on the top are very easy to use and control . It’s the perfect size for my end table next to my bed , for music or even for movies. I use it more often to watch movies since its connection is so good , it’ll pair to my tv without interference. The metal build of the speaker is nothing like I’ve used or seen before. The metal handle make it it easy to carry & transport. but I try my best not to have to movie it too much. it’s not the type of speaker I want to travel with , or use outdoors . The risk of dropping it and denting it if chipping the paint if the metal isn’t worth it. I prefer it on my shelf or end table.. I think it’s worth what I paid for it , it was 150$ at the time not 200$. Making it that much better if a deal for this Bluetooth speaker.update:. Months later couldn’t be happier , battery has held up and using it daily for music and as my sound system in my bedroom. (Temporarily) but in no rush","Reviewed in the United States April 20, 2024",AFOVFNQ5IS3KQGACJ5HECNXVZRRA,True,3,Color: Black
R3057JFHDIMGUQ,B0BXW4KKXK,5.0 out of 5 stars A round of applause for this outstanding speaker,Wise Owl,5,"I have been a fan of Anker's Soundcore lineup for a while. I have the Flare 2, Motion Plus, Motion Boom, and Motion Boom Plus and while not the best sounding of the lineup it is my new favorite Anker has produced.First off the aesthetics. Except for the Flare 2 I'm used to speakers from them that frankly are rather ugly. Plastic and rubber with a metal mesh grill on the front. What a beauty this speaker is. I own a lot of bluetooth speakers and this is right up there with best. The look and feel of this speaker is just a pleasing all around.Of course if I bought speakers just for the looks I would likely not own what us arguabley one of the best affordable speaker brands out there. The Motion Plus has some of the best mids and highs, but lacks bass. The Motion Boom has the best bass of any speaker for its size, but is lacking on the highs. The Motion Boom Plus combines those two to deliver what I would consider the best sounding speaker of the lineup. The only speaker I think sounds better than the Boom Plus at its size would be the Tribit Stormbox Blast. Anything better than those cost twice the price and are a bit larger. Going a size down my favorite would be my JBL Charge 5.So where does this speaker fall? Well I would say it is a larger Motion Plus with bass that comes very close to the Motion Boom. It doesn't match up to the Boom Plus but it is also half the size. If we compare to my favorite speaker one size down the Charge 5 it destroys that speaker. I saw some reviews claiming this speaker lacked bass... No it definitely does not. It may not hit quite as hard as the M Boom, but that like I said has the best bass of absolutely all bluetooth speakers at its size and the gap here is very small. Suggesting it has less bass the the Motion Plus though could only be possible if their X600 is defective.Lastly the reason I'm a huge fan of Soundcore speakers is honestly because they have the best eq software out of any bluetooth speaker brand I have come across. You can truly tune your speaker to sound how you want it to with a tremendous amount of control. Most custom eqs have little change to the speaker. I mention this because except for maybe the Motion Boom Plus I have not had any speaker that sounds it's best with the standard Soundcore Signature tuning and this speaker is no exception. Out of the gate it is lacking a tiny bit in mid bass which might be what the other reviewers are complaing about with lack of bass as most speakers are mid bass forward. Even my Charge 5 had a little more mid bass out of the gate, but this trumped it on sub bass. You can even crank up the sub bass but too much and this speaker can't handle it and becomes a bit distorted at higher volumes.Overall this is hands down the best looking and nicest sounding speaker you will find at this price point. There is no smaller speaker that sounds better, so if you want better sound you will have to go larger. I highly recommend!","Reviewed in the United States May 14, 2023",AFLUZV54ZUQSQ3YSXRWXCSEU5JSA,True,76,Color: Black
R1FAET8CUV6BPL,B0BXW4KKXK,5.0 out of 5 stars You will love it.,Babbs,5,"This speaker is fabulous, the sound is not to be reckoned with. We use it on our lanai and just love it.","Reviewed in the United States July 18, 2024",AEJAGVFCRWHLIDUQDE5GGEX2R3KA,True,0,Color: Black
