review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R2FXI960IX0G01,B09KX6RT7Q,5.0 out of 5 stars Will not pair with older model,Todd H.,5,"I have a Wonder boom 2, and it’s been absolutely fantastic. I decided to get another one so I could have two and pair them together only to find out that the 3 model does not pair with any older model. Pretty disappointed in that, may return.","Reviewed in the United States July 26, 2024",AGQ664L7OSL2LHLGJQN6PLRN6XWA,True,0,Color: Performance BlueStyle: Wonderboom 3
R2ZY3DNPE3ABR9,B09KX6RT7Q,5.0 out of 5 stars Great Little Outdoor Speaker,Kenneth Knowlton,5,Does the job - battery lasts and I love the outdoor boost button. So far so good about 3+ months in. Haven’t tested the waterproofing or waster resistance but I’m pleased.,"Reviewed in the United States August 4, 2024",AEZ44FVB5IP3AXLV4IKJMBK45V7Q,True,0,Color: Active BlackStyle: Wonderboom 3
R8125EMGBTPCZ,B09KX6RT7Q,5.0 out of 5 stars WONDERBOOM works WONDERfully!,Jennifer S. Batke,5,I purchased this to use on our sailboat because of its ability to float and withstand rain. (The boat does not have a built in speaker system.) I use the Bluetooth to connect to my phone and the listening options are endless!,"Reviewed in the United States July 23, 2024",AFFH4QJ54MKOJJGHF2PZJBZB7UQQ,True,0,Color: Performance BlueStyle: Wonderboom 3
R1J5NAZOY3O34C,B09KX6RT7Q,5.0 out of 5 stars Great sound,Skyblonde,5,I’ve worn out my 2 old speakers living at the beach. This one is waterproof and I’m hoping since it covered it will last longer in the salt air. Sound great,"Reviewed in the United States July 29, 2024",AG6JB5AK2IXRM6MDN6HWPWHJVV3Q,True,0,Color: Hyper PinkStyle: Wonderboom 3
R26Z6N5CFLL9VM,B09KX6RT7Q,5.0 out of 5 stars Perfect,Maryann McNulty,5,I wonder Bloom speakers fit perfectly and the net compartment fits the charging cable and a cube. It’s good to know that I can travel safely with my wonder booms,"Reviewed in the United States July 29, 2024",AEIF74IDH733ARUHSHKCHOJUFYQA,True,0,Color: Active BlackStyle: Wonderboom 3
R1HJMULS4T9MFY,B09KX6RT7Q,5.0 out of 5 stars very good!,Holly,5,this is amazing for such a small speaker. i’ve never gotten this brand before but i definitely recommend. charges fast and very portable and easy to pair.,"Reviewed in the United States July 27, 2024",AFER2LLUOH6FDXOHDE6KWIZ54UFQ,True,0,Color: Hyper PinkStyle: Wonderboom 3
RC2T55K75HPJ1,B09KX6RT7Q,"5.0 out of 5 stars Clear sound, Bass, Depth, Range, Battery life - It could be louder but you will NOT be disappointed",A. G.,5,"Clear sound, Bass, Depth, Range, Battery life - It could be louder but you will NOT be disappointed","Reviewed in the United States August 1, 2024",AGQG6RGHRMRKTFFY6E7SAPTDKGXA,True,0,Color: Performance BlueStyle: Wonderboom 3
R34ZSH7UITLPNX,B09KX6RT7Q,5.0 out of 5 stars Nice speaker!,Rabbit Rabbit,5,"Great size, clarity and seems durable. Bluetooth works easily with my phone.","Reviewed in the United States August 4, 2024",AGITBTSEB5G4GQZQPQK7MA4UU3VQ,True,0,Color: Joyous Brights GreyStyle: Wonderboom 3
R2P8LJ8G2BP3YY,B09KX6RT7Q,5.0 out of 5 stars Amazing,Kevin Harris,5,This little speaker delivers excellent sound quality and volume. Very happy.,"Reviewed in the United States August 4, 2024",AH533VYZLTILGRYICRR56GOCI4XQ,True,0,Color: Performance BlueStyle: Wonderboom 3
R2HG2R82MPFS24,B09KX6RT7Q,"4.0 out of 5 stars Product Great, delivered to wrong address",Suzy,4,"Product is fine, product was delivered to wrong address.","Reviewed in the United States August 4, 2024",AEPFZZ6FIGAXSEJVQ7N26F5BPXVQ,True,0,Color: Performance BlueStyle: Wonderboom 3
R2B1FOZJTCBEDF,B09KX6RT7Q,5.0 out of 5 stars Great sound,Snow,5,These are by far the best speakers for listening to music. Also great b/c they are portable and easy to use. Surround sound. Price tends to fluctuate between 55 and 79,"Reviewed in the United States July 21, 2024",AFOHMEVD6OZPKI52I36TRNIYNQBQ,True,0,Color: Joyous Brights GreyStyle: Wonderboom 3
R1A66QAM5M7L6U,B09KX6RT7Q,5.0 out of 5 stars Favorite speaker ever,Sophia nylen,5,"best speaker, great for all activities and weather, fully waterproof! literally submerged mine and still works great. amazing sound too.","Reviewed in the United States July 24, 2024",AFUEXIAJFQHEQXXSTPU6GGWTCHFA,True,0,Color: Active BlackStyle: Wonderboom 3
R3AW2GGT122JAA,B09KX6RT7Q,5.0 out of 5 stars Toddler Proof,Cynthia Thalman,5,"Got this speaker after my brother showed me his. I gotta say, even though it's more expensive than I wanted to spend, every cent is worth it!! I have a 3 year old and not quite 2 year old. The very first day I had it, the 2 year old threw it in the bathtub. Waterproof! Then he took it to the playground and tossed it down the slide. Speaker is DURABLE! I didn't believe it when I read it, but it's proven itself over and over again. 2 year old absolutely loves carrying the music around and it keeps him content without screens all day! Honestly, I can't gush enough about how much I like this as a new-age boom box and I take it everywhere we go.This even came in handy when my adult friends carpooled and the car didn't have an aux cord for jamming to a custom playlist. The sound quality is absolutely fantastic!","Reviewed in the United States May 16, 2024",AFH5AWQQQHXICVA557JA4QT6M2OQ,True,1,Color: Hyper PinkStyle: Wonderboom 3
R1ICL4U4J65Z46,B09KX6RT7Q,5.0 out of 5 stars Awesome!,Desatified,5,These things rock. I bought 2 and paired them. They sound amazing!,"Reviewed in the United States August 3, 2024",AHPXGYAOUBYAGWRFM7Z3OFS4547A,True,0,Color: Active BlackStyle: Wonderboom 3
R3H3VTZVI9QOFR,B09KX6RT7Q,4.0 out of 5 stars Great affordable speakers supporting stereo sound.,Alex,4,"Excellent sound for the price and charge lasts the whole day. I got two of them - these speakers can be paired up to play true stereo - I am a seasoned audiophile that cannot live with compressed MP3 sound in mono, so these speakers make my day outside on a patio. Unfortunately, I have to pair them up every time, they do not remember the pairing, it is annoying - the reason I took one star off.","Reviewed in the United States June 19, 2024",AE6KEVYD52Y5MFHL6A6U65F5F3OQ,True,0,Color: Performance BlueStyle: Wonderboom 3
R2IEROVJMO75CK,B09KX6RT7Q,5.0 out of 5 stars Best Mother’s Day gift!,Choddy1,5,I love my wonderboom! It makes playing outside with the kids that much more adorable!,"Reviewed in the United States July 29, 2024",AESWVQ4JSLQMTLUGI753NFIJQCHA,True,0,Color: Joyous Brights GreyStyle: Wonderboom 3
R2YVI6R9CJDOD5,B09KX6RT7Q,"4.0 out of 5 stars Good, but skips",Jessica,4,"So far it's been great, but it stops for a split second every 5 to 10 mins. I'm not sure if it's a connection issue but it's annoying. It doesn't do it on my phone when playing music but does through the speaker.I seen there was lots of reviews with the speaker not working after 6 months so I hope this isn't a sign. I might return as I believe this shouldn't be happening every time I play it.","Reviewed in the United States June 16, 2024",AFWKG6GAZBVTY74ZYACDYDUY44MQ,True,0,Color: Active BlackStyle: Wonderboom 3
R15N5GB7PJIGZ9,B09KX6RT7Q,5.0 out of 5 stars Great sound and pairs quickly....,Sphinx One,5,Great sound and pairs quickly....,"Reviewed in the United States August 5, 2024",AFX4MHP5KC67SBNXJ4ZWEA2S3UTQ,True,0,Color: Active BlackStyle: Wonderboom 3
R27MQZ25YA5PH9,B09KX6RT7Q,4.0 out of 5 stars Sounds good. No product support,JeffB,4,"The sounds is pretty good but should you have a question or issues, you're on your own. Web site is non-existent. A 12 year old could design a better product site.","Reviewed in the United States July 19, 2024",AHBJXT4M6NAFQMRIMY7VUXGW5XNQ,True,0,Color: Hyper PinkStyle: Wonderboom 3
R33U6DVCMKMIIB,B09KX6RT7Q,5.0 out of 5 stars Great sound.,wayne powell,5,Poolside music.,"Reviewed in the United States August 3, 2024",AE6XM7CAAPJZPBDENGFHOP6J2VXQ,True,0,Color: Joyous Brights GreyStyle: Wonderboom 3
R2LMX7S9OEAUQB,B09KX6RT7Q,5.0 out of 5 stars Easy to use. Excellent sound.,Ann S.,5,Very pleased with quality of sound and ease of use.,"Reviewed in the United States July 28, 2024",AHR5IZS2FMM2F547VEONSLHOYBMA,True,0,Color: Active BlackStyle: Wonderboom 3
RO4ECXGPX6FX7,B09KX6RT7Q,5.0 out of 5 stars Great sound,TAvon,5,Excellent sound from small speaker,"Reviewed in the United States July 27, 2024",AHQRUN6U2VMBG6EJMBQT5P55P5VQ,True,0,Color: Performance BlueStyle: Wonderboom 3
R1STSCAHMJFIKY,B09KX6RT7Q,5.0 out of 5 stars Impressive sound stage,poison pen,5,"Upgrade from a dead Wonderboom 2, and its sound is far better by leaps and bounds. The unit is the same size, and despite its size can fill the room or rooms, depending upon placement. I have mine placed at high as I can get it so it can fill the entire space with an incredible sound stage. My only negative comment is that it still has a USB PORT, rather than USB-C which is far superior to the USB.","Reviewed in the United States June 18, 2024",AEI3TFSCNQJJZTHKI6IL6SQKGX6Q,True,0,Color: Performance BlueStyle: Wonderboom 3
R3SO9W7SED33N,B09KX6RT7Q,5.0 out of 5 stars Love it,Paulette M Love,5,"For such a small and light weight object, it's loud.","Reviewed in the United States July 21, 2024",AHH7NHEUX3DZ4V2HQDFQOOLIDOBQ,True,0,Color: Performance BlueStyle: Wonderboom 3
RW0CQTI57GXIZ,B09KX6RT7Q,5.0 out of 5 stars Awesome speaker,natalie debotelho,5,"Small, portable, and very loud. Out performs speakers that are double the size.","Reviewed in the United States July 18, 2024",AFGI5KQAINKCTUVLSF4COSHW55TQ,True,0,Color: Active BlackStyle: Wonderboom 3
R9YMUD939KAMH,B09KX6RT7Q,4.0 out of 5 stars Buen producto,Eli Gonzales,4,"Se escucha bien, aun que le falta mas potencia de bajos pero esta excelente el sonido 360","Reviewed in the United States July 2, 2024",AEE6A72YFBUHK4EUSOWDS6XZIVLA,True,0,Color: Performance BlueStyle: Wonderboom 3
R22TSG5BW5HBT9,B09KX6RT7Q,5.0 out of 5 stars Great Little Speaker,Steven Biondo,5,Great sound from a small speaker. Battery lasts a long time. Definitely worth the price.,"Reviewed in the United States July 15, 2024",AHTOKJO3TC665HTHGACTVX7JXS7Q,True,0,Color: Active BlackStyle: Wonderboom 3
R1NB557PKB07R4,B09KX6RT7Q,5.0 out of 5 stars It's a mini concert hall!,Greg,5,Outstanding sound in such a small footprint!Battery last a good while for uninterrupted music!Highly recommend!,"Reviewed in the United States July 13, 2024",AH7WM6EETM5L7BKAY2AVYHOFSJEA,True,0,Color: Active BlackStyle: Wonderboom 3
R35FPFM8WRGPVD,B09KX6RT7Q,5.0 out of 5 stars Excellent product.,David Bate Jr.,5,"I was delighted with the quality of sound this speaker produces, especially considering its size. It is easy to pair and easy to operate, and its battery holds its charge spectacularly well. I had an interaction with company support, and the agent was prompt, efficient, courteous and helpful. I highly recommend the Wonderboom.","Reviewed in the United States June 19, 2024",AH7WZIWQ3ZT6YT2RG52NMBZPMOKQ,True,1,Color: Active BlackStyle: Wonderboom 3
R375686GE615EC,B09KX6RT7Q,5.0 out of 5 stars Easy to use,Dan,5,Easy to use and good sound. I like that it's waterproof. Worked well at the beach.,"Reviewed in the United States July 8, 2024",AHBXMQBB636YS6AD5EHCWXOOXKFA,True,0,Color: Active BlackStyle: Wonderboom 3
R1JRMGJPT7J5QJ,B09KX6RT7Q,"5.0 out of 5 stars Very nice, but try not to put it on flat ground .",Never buy with gift balance,5,I don’t know how to explain but when I put it on a flat level the sound isn’t as loud as if I were to have it dangling from my hands .,"Reviewed in the United States June 26, 2024",AFYWQUSUH3WZU55OOEOLQ2EJOGBA,True,0,Color: Active BlackStyle: Wonderboom 3
R3CUR422FV7B4Z,B09KX6RT7Q,5.0 out of 5 stars Corneta,Dennys Maria Gonzalez Bravo,5,"Fue puntual, al llegar mi pedido . Me gusta mucho el color , la Calidad. Estoy contenta con esta compra . Muchas gracias","Reviewed in the United States June 30, 2024",AHFZJEVZL46FMMSANFWVLMVZGNPA,True,0,Color: Hyper PinkStyle: Wonderboom 3
R2OYAAVK9EWYC,B09KX6RT7Q,5.0 out of 5 stars Wow!,Amazon Customer,5,This speaker has a dynamic sound! Great product.,"Reviewed in the United States July 12, 2024",AES3326IASTDDR5SJMRF6OFPFF5A,True,0,Color: Hyper PinkStyle: Wonderboom 3
R1ALR5S0IOJCC9,B09KX6RT7Q,4.0 out of 5 stars Good sound with 2 in a room,fish.read.shop,4,"Sounds very good with 2 in a room, but 2 niggles: the USB charger is outdated and the stereo pairing process could be easier","Reviewed in the United States June 17, 2024",AFZLOGKMV2WY275FGUZBVZ2JN65Q,True,0,Color: Active BlackStyle: Wonderboom 3
R2AHYJO3DK9RGN,B09KX6RT7Q,5.0 out of 5 stars Great sound,Karen,5,Great sound!!!,"Reviewed in the United States July 13, 2024",AHHYQ3RSQXHOW7JEX77VQF7BSSYQ,True,0,Color: Active BlackStyle: Wonderboom 3
R1K4XCQ47L45TF,B09KX6RT7Q,5.0 out of 5 stars Amazing sound!,Placeholder,5,"Can’t believe how great the sound is, even outside!","Reviewed in the United States July 10, 2024",AFPVIIQ2TSJRBNPUSK6TBI4LGN7A,True,0,Color: Performance BlueStyle: Wonderboom 3
R3PU9MW1HOM0YS,B09KX6RT7Q,5.0 out of 5 stars Great Value,Mike T,5,"I had a pair of RED Wonderboom 2's (360 sound) that I bought a few years ago for like $99 each at best buy and they looked nice on my black fireplace in my large Living room. They are all-around sound and sound wonderfull. I also would move 1 to the workout room or the garage when i needed to. But I got tired of moving them. So I pulled the trigger on 2 nice black WONDERBOOM 3's that were for some reason selling new for only $59 and the black looks real nice in my BR with a white Dresser and white deco They sound so nice - u really dont need to pair two of them. Also i think Each will loose some volume if u do pair them anyway which is why I like the all-around sound. Both the 2's and 3's are similar. I cant tell a diff. I think the connection looks differentSo now I have 41 red WB 2 for the weight room/workout room1 red WB 2 one for the fireplace in the livingroom.1 Black WB 3 for the bedroom1 black WB 3 for the garageEach are appropriately named in the blue tooth setting so that I dont forget and each are plugged into a USB 2 port (which i bought a 4 pack for 4 $10) for charging - they last along time before charging but if u are out of charge, they each also work and charge simultaneously (unlike my damn shaver - lol)Great Purchase.","Reviewed in the United States January 9, 2024",AFUKMUSEAXWL5VAFUI4BRIUZ3N6A,True,3,Color: Active BlackStyle: Wonderboom 3
R2XHXENRK64RF,B09KX6RT7Q,5.0 out of 5 stars Sturdy and good base,Jennifer Wilson,5,Not much more I could want from a speaker,"Reviewed in the United States July 9, 2024",AERJVWB53SHSQZJGWFEDURRSQWNQ,True,0,Color: Performance BlueStyle: Wonderboom 3
ROB446OQBTNCC,B09KX6RT7Q,5.0 out of 5 stars So KYOOT,Greg Kogut,5,I love this adorable little speaker. Amazing sound!,"Reviewed in the United States July 9, 2024",AFQRETPWXR6DKTX35KZFHQUF2AJA,True,0,Color: Performance BlueStyle: Wonderboom 3
R3HFZAER3F8RWZ,B09KX6RT7Q,5.0 out of 5 stars Easy-to-Use Bluetooth Speaker with Great Sound,Jen S.,5,"This Bluetooth speaker is incredibly easy to use and delivers great sound quality. Pairing it with devices is a breeze, and the sound is clear and powerful, making it perfect for any occasion. Whether you're hosting a party or just relaxing at home, this speaker provides a fantastic audio experience. Highly recommended for its simplicity and impressive sound!","Reviewed in the United States June 1, 2024",AGGCYKUPYAQQJ6KFNMDFNUOCDASQ,True,1,Color: Performance BlueStyle: Wonderboom 3
R3LETNIBUV8WXL,B09KX6RT7Q,5.0 out of 5 stars Great little BOOM box.,Adriel Menor,5,"I haven't had to recharge the unit yet, but the bass and sound from this little device is outstanding. Deceptively full sounding for such a small speaker.","Reviewed in the United States June 17, 2024",AFKGT3GHRHZYNEETVM3NFMGPPX2A,True,0,Color: Active BlackStyle: Wonderboom 3
R3M0B9VIHLH672,B09KX6RT7Q,"4.0 out of 5 stars Great, when it works",Kira Lea,4,"I purchased this speaker when I had a Google Pixel phone and it worked seamlessly. I recently switched to Samsung Galaxy S24, and now it has a glitch that fades out audio intermittently. Similar to how cuss words are omitted in some videos online, the audio cuts out for a fraction of a second, but just long enough to miss the word being spoken/sung at that moment. I don't think I can return this but if I had known this would happen, I wouldn't have gotten it. I have a UE Boom 2 from 2017 that was dropped off the fourth floor balcony of an apartment complex that still works perfectly and I reverted to using that, even though the size and shape are less convenient for my needs.","Reviewed in the United States April 12, 2024",AFUZNRVK6OOJ4KCG5QXV7XD3WZ3A,True,0,Color: Active BlackStyle: Wonderboom 3
R3UXWAFVIF5E0Y,B09KX6RT7Q,5.0 out of 5 stars Best Bluetooth speaker I've used.,Amazon Customer,5,I use one of these as a music teacher that was donated to our school and had to buy myself a personal one for home. Love the sound quality (MUCH stronger and clearer than other cheaper bluetooth speakers I've used. Also love the ease of use and portability. I've dropped my first one several times and it doesn't phase it. I'm also excited to try my personal one in our backyard pool this summer since it's waterproof!,"Reviewed in the United States May 27, 2024",AEQZAPUALXOZWN2IPDAXRRIJ4X6A,True,0,Color: Performance BlueStyle: Wonderboom 3
R14EBQI28LK6L3,B09KX6RT7Q,5.0 out of 5 stars Love,Kathy Bunker,5,Sound is fantastic!,"Reviewed in the United States July 7, 2024",AGS6NBZYRXNNCC4X3JCU3U5ZKZBA,True,0,Color: Active BlackStyle: Wonderboom 3
RYZM4Q2CKK3OR,B09KX6RT7Q,5.0 out of 5 stars Works very well,Dave S,5,"I was looking for a speaker for my shower and bathroom and this fit the bill. I did a lot of online research and can confirm the other reviews. Works very well, especially for podcasts and music. Battery life seems great so far too.","Reviewed in the United States June 14, 2024",AFMLHVM3XUW2EJLP2KZDMKS53HVQ,True,0,Color: Active BlackStyle: Wonderboom 3
RPZAAUZGETR4Q,B09KX6RT7Q,5.0 out of 5 stars Awesome!,Skip C Walnut Creek CA,5,"Great bluetooth speaker for outdoor theater! Amazing you can get such great sound, and range of bass and trebble from such a compact speaker.","Reviewed in the United States June 17, 2024",AEJ237OLJQPUXZEIGR576PRLAOFQ,True,0,Color: Active BlackStyle: Wonderboom 3
R2WVVDOCOI7UW7,B09KX6RT7Q,5.0 out of 5 stars Unique,Chyngyz,5,Small but has some serious bass,"Reviewed in the United States July 2, 2024",AHGB633P5IPOMW7D4FNCHDUGD7FQ,True,0,Color: Active BlackStyle: Wonderboom 3
R31TYGAH181VNC,B09KX6RT7Q,4.0 out of 5 stars Ideal for indoors,Andrés García,4,"Good quality of sound, but it is not strong enough for big areas.","Reviewed in the United States June 1, 2024",AEGFSP7YIXSWLB4MCWJQ5BZP5P4A,True,0,Color: Active BlackStyle: Wonderboom 3
RTWUQYLWLQG1M,B09KX6RT7Q,5.0 out of 5 stars WOW!!!,Richard Simmons,5,"I’m am truly impressed with the sound quality and battery life of this speaker! I have friends with the comparable JBL and the Ultimate Ears sounds better, has more volume and is cheaper!","Reviewed in the United States June 9, 2024",AFIAJPREZGMAL326BQC57EBW2HMA,True,0,Color: Active BlackStyle: Wonderboom 3
R3VM0G9OBDVD6O,B09KX6RT7Q,5.0 out of 5 stars excelente,Idelia,5,super buena,"Reviewed in the United States June 27, 2024",AGIJBQZBD6WLNQAAG5HCXGTEQFIQ,True,0,Color: Active BlackStyle: Wonderboom 3
R2RP6PP8ZL8WGS,B09KX6RT7Q,4.0 out of 5 stars Repeat Purchase from UE,Nikki Beardsley,4,"I have two UE booms and we really love them and the fact that they can be synced up to offer a surround sound vibe. The Wonderboom did not disappoint, offering the same quality sound that our originals did. I love the color options of these as well. The only thing I would note is I expected them to be a bit smaller and really they are about the same size overall just a shorter fatter version than the tall skinny Boom.","Reviewed in the United States March 24, 2024",AGHGNQRNKGQTMDME5TTWO5A2LOIQ,True,0,Color: Hyper PinkStyle: Wonderboom 3
R2G7O1YQI1MIDT,B09KX6RT7Q,5.0 out of 5 stars La bocina más top que pude comprar,Daniela,5,"Super orgullosa de tener esta bocina la uso casi a diario, la batería dura mucho, su sonido de encendido y apagado me encanta, el color fue la mejor elección, su botón de outdoors es lo máximo, encantada","Reviewed in the United States May 29, 2024",AHV37OA2OBWBK23UPWKRLFD6YELQ,True,0,Color: Performance BlueStyle: Wonderboom 3
R3DX7HBMO9FDT8,B09KX6RT7Q,5.0 out of 5 stars Recommend this product,Sandra,5,The product works very well and I am very happy with it. I bought two speakers so I can music around our patio.,"Reviewed in the United States June 6, 2024",AEUWHDDMESLKP2UMQQYTKYG6A6KQ,True,0,Color: Active BlackStyle: Wonderboom 3
R25V33C0HCKDOP,B09KX6RT7Q,5.0 out of 5 stars Amzed and Not disappointed,Abimanikunda Barahirwa Jacques,5,"The media could not be loaded. 1. Great Bass 🔊 2. Incoming calls does not pass through it. 3. Great starting Sound like a pro 4. I don't like the Micro USB charger but it also looks Original 5. Good as the reviewers said it 6. Intuitive and easy to use when connecting the devices 7. Many devices can connect to it at once, I also heard that it can connect to another similar wonderboom for double the experience, 8. It has outdoor boost button 9. It looks attractive and stands solid on the flat surface. 10. It's now 3 days or 4 using it everyday without charge but of course I don't play 24 hours just like 2 to 3 or 4 hours. 11. I would buy the item again","Reviewed in the United States April 30, 2024",AHDOZQBGWTOHDAXCW5GLKEZ3OELA,True,11,Color: Performance BlueStyle: Wonderboom 3
R3JL886AOF2S5S,B09KX6RT7Q,5.0 out of 5 stars LOVE IT!!!,Ronisha Stiles,5,Very loud although it's a small speaker. Don't hesitate. Buy it. It's worth every penny!!!,"Reviewed in the United States June 13, 2024",AHMU5EKRPAFS5VOQUHDRQHMEOFEQ,True,0,Color: Active BlackStyle: Wonderboom 3
